47394 businesses are restaurants.
('O8S5hYJ1SMc8fA4QBtVujA', 'La Bastringue')
('4T2hqjRcZzB4ZwKZWCwwIw', 'Kokame Japanese Restaurant')
('PUSl4IDsTY33aacW3FTQMw', 'Pizza Pizza')
('O5AjarihqW1V8RlJnoef9A', "Matt's Chicago Dog")
('2S9t90Q0qZWCV7X_u0rxZQ', 'Kenzo Ramen')
('41Kbugm-qmIQTt7unkALYQ', "Top of Binion's Steakhouse")
('i0YtT1DXt3hbZUCw6z0Pjw', "Dickey's Barbecue Pit")
('XTYEhwaaO_YjXcOGL_uBIQ', 'Masa Sushi & Izakaya')
('DzviZnBOgPD3YTnBCDEM9Q', "Armand's Bar")
('wXRhRfnXaV_icpT5P8r9pg', "Maggiano's Little Italy")
('k0M6oh4KGwW1Tp_YA_Ywwg', 'Fat Bastard Burrito')
('LxVXWgWZNhiRjsXTsPIy4w', 'Caffe Demetre')
('GntfUKLnS3CclL-lCBoJ1w', "Fiddler's Moon")
('fzYfOSfamoxl9iCkBnM8jQ', 'Taste of Paradise')
('fLpzBjIoQrCYaA7svKiJ9Q', "Bucci's Brick Oven")
('BJb7tRkFKouMM5dasjXghg', 'Waffle House')
('nRMo6UbjYzB9--P_UGtTdg', 'Tropical Smoothie Cafe')
('cMkF7AM_0PVHKmXAf-z_3A', 'Dame Tartine')
('VrE8b5u-ai47W__Diw_mKg', "Amy's Cafe")
('ZMHejhR3yoFzR-RSJmxwgw', "Ruth's Chris Steak House")
('aUb0maIrZ-rdnvod1r7Umg', 'Little Caesars Pizza')
('Xg7Gt8vlSPxSypDQQSVsAA', 'Mi Pueblo Mexican Grill')
('1wEexq5NrFK_YQgl6GG6ng', "McDonald's")
('4GVh_mSD7f7DfhEnBF-j-g', 'Restaurant Kam-Shing')
('IdyHd4T3rZ1pyPaU5DKWMg', 'The Standard Kitchen & Cocktails')
('4gwh0q7JsdzHIm_pdYUlZg', 'ShinBay')
('ppasQEo3jPkBdwdRGVd9WQ', "Roberto's Taco Shop")
('bvTyaYHXupi1c5mbs65RyQ', 'Great Wall China Buffet')
('oOy5e5r0o_3lMwPkwyBt_w', 'Manhattan West Catering & Restaurant')
('eVI5yxMGfcYht-J70FP4rA', 'Amma Roti House')
('fhoFsFK6TqJOEo30LtXeDA', 'The Halal Guys')
('Ade8mPSOeEw2OodsN9DadA', 'Bourbon Steak')
('bjSC_jbrypke0l-bXXBmwQ', "Vic & Anthony's Steakhouse")
('kgw8nBO9ZMRhukfnJd6bxg', 'Grape Street Cafe & Wine Bar')
('TRY1Rrnu_344HiTkjDb1vQ', 'Cabanos Comfort Food')
('jYF7PNnYcn3fWejv0ZE1-w', 'Pacific Moon Chinese Cuisine')
('9305Mb-osQjTO3shBj92qg', 'Pizzeria Angela')
('6p4Cu__KMSpDUqX4qVpCMQ', 'Ferrovia Ristorante')
('eMM-RgsmMGDxs353XpC3fw', 'Around Back Cafe')
('lD5lowsGjnU71NzA1L3-hA', "Schoop's Hamburgers")
('jps_9H1RrxC4O0Ia-SfZyA', "Bombay's Chutney")
('EX_NM_g9zjVa-6hH6HrElw', 'In')
('X0mNw8owxgJXrgTBR-7Yfg', 'Jack Flaps Luncheonette')
('jgtWfJCJZty_Nctqpdtp3g', 'The Fat Greek')
('lQ0qpDUpPRwTh0Vecj58Qw', 'YuSushi Takeaway')
('TCnUcScYppGbl3WgJwYKRA', 'Bojangles')
('OXVp3FH5EWv6Le6lY009Vg', 'Pink Hong BBQ House')
('h-xOELUCAqOROoBtRC6Bow', "Ming's Noodles")
('QxqMKO5IZCQUUWIx8nTDJw', 'Colectivo Coffee')
('9PZViPPXgOrk7rY1-K1tZg', 'Streets of New York')
('4nJWUXQqm8vxubgC_0AcCQ', "Big Moe's Burgers")
('J71s0xScHVbOuFUfsAXtmQ', 'Uncle Chen')
('GwGrjDJF9etdthhnoJcV9g', "George's Family Restaurant")
('mYr9GB-kjRW6I_fDql1Z6A', 'Hello Wonton Noodle')
('vLdq0ZxL7ApFe06deZVpQw', 'Liquid Nutrition')
('7Q6pUSru5DYRwYo5U3Xjxw', "Athen's Gyros & Pasta")
('027RqMRWhGy5NUsxEl5rfQ', 'Little Caesars Pizza')
('kXl44keW3wZaJpjEqHk30g', 'Farmer Boys')
('YJlVKAH80iptMCsN6TZevA', 'Burger King')
('hQ66PZ605HFoaHW0dZAmYQ', 'Wafels & More')
('Toux3q1WwY2vNV5AhbR6wQ', 'Cibo')
('OkVMClUyAyi46B_cCib4ow', "Marc's Authentic Italian")
('OqTGcS8a5w9iurkelB4Y_A', 'Pizza Nostra')
('6fkEgOHqRh9mdFbPKJqz_w', 'Mayan Mexican Grill')
('lhsETIUHGR1aOx8b0M0hPQ', 'Pizza Hut')
('SEURrw7032BR15PKZ_aleA', 'Fancy Chinese Cuisine')
('QktMX-it2PnuYJxAYl00Fg', 'The Keg Steakhouse + Bar - Bloor West Mall')
('WWjJvgR5zNTOZ38u2dS2gA', 'Clubhouse Deli')
('ggIWkJtgXHKnhdxRu338AQ', 'Crème Brasserie')
('PXShA3JZMXr2mEH3on5clw', 'Egg Works')
('8Q_pczH1uBghV495-Ba6WA', 'Resto Boemo')
('STmBOy-RzoC0erzfKxEUxw', 'Pizza Nova')
('s4fNTcuW6DGfiAagPMlQgw', 'Pizzeria Dei Compari')
('TiKTTrGIC3uFuWBkbVKE3w', 'Sushi Shop')
('2uJoVAx6SZBPTu925vy_bQ', 'Peter Piper Pizza')
('WSmOu-JNHfVxvisIWAvL9Q', "Binkley's Restaurant")
('84D3me3nDXXWDBzT0qcbbA', 'Roadrunner Saloon')
('p0FYlwANjXb5bUY10VgnsQ', 'Wing Spot Eastlake')
('o_-Ic2mnWV1J8X9w0Ipbhg', "Zaxby's Chicken Fingers & Buffalo Wings")
('KzLjbXEDH1e1WrfzrrzZKw', 'Mandarin Gourmet')
('AAMGbJ2Rw6L165eWpr65Uw', "Domino's Pizza")
('-IoO4qZCdIQNgj2vCt9hqA', 'Chasers Bar & Grille')
('ikDVOD9Ypyestcw63_z_dA', 'Mad City Frites')
('GGefrny_-2EBZx4SJBBWWg', 'Tim Hortons')
('OCFBflnJKmGyTgGpK7X7eQ', 'Burger Shoppe')
('ZufJyoh7eQwS2o2G70abww', 'Aja Sushi Place')
('Pl4SdIP1jWjoF0RKwPsnZw', '5th Avenue Deli & Grill')
('9nNkpfDhSeUbskJSxaHTjg', 'Rosso Coffee Roasters')
('2p5J9bc0acslM4XBNcXAJQ', "Papa John's Pizza")
('Mt0OqthtNCKACj1PbKoHxQ', 'Five Asian Cuisine')
('Yr_w9lakJrKMyEG_hI6zbA', "Fat Moe's Pizza & Wings")
('3QkeQGsghxmtHyK2q1_xsQ', 'CoCoLiquot')
('rNahWvWn2ZR7o3gegaf7QA', 'Amber Oaks')
('521I-PdxTrIzbEuIJnVrtA', 'Little Tokyo Japanese Restaurant')
('I8UYPAgvHbOpWmXsKQw1cA', "McDonald's")
('Cww83XXwbBABUbeCGSKWRQ', 'The Phoenix Cheesesteak Co')
('1_yBAXeCIKXpqOdhTMafhw', 'Sam Woo BBQ')
('laGCcj3wFTYrIpE5GH7T0g', 'Burrito Boyz')
('TkJasaS8KVqPdcQRZdrdMw', "Jimmy John's")
('Yr7fqCtpiZ-__ITnrJ1KAQ', 'Subway')
('xyzzHABOymqZWiCAy4bCNw', 'Popeyes Louisiana Kitchen')
('PhWRNKL37SQ7UpJf_XNkYQ', 'Restaurant Village Oriental')
('WIcEQvXQQArCeYpQ-FryJg', 'Tom + Chee')
('sxXn-KmsJwJZLSGio_m5XA', "Papa John's Pizza")
('YgO2v1VNtbPA7zgp0szJXA', 'Joe & Pie')
('Q5CFijcygcSLxALuRl4tyg', 'Sol Diablo Cantina')
('mobHB_VRr8jRqLoR3-sBVw', "Federico's Mexican Food")
('30yEkZ7tP-G4N6bV3PEFPQ', 'Kappa Sushi')
('BBbdKmZwbMQSkcL3h1CC2w', 'Smashburger')
('1zIPHXKJGnzYraLEXQebig', 'The Charlotte Cafe')
('4aF5GfnVkJPj9IwJ2yxPtQ', 'The Tamale Store')
('IkLAUX7lZIWqE9_YC66SRw', 'il Capo Pizzeria')
('T6pBz7Je2Bxz-Du_31LOwQ', 'La Fuente Bar & Grill')
('X3xcqP1STA61GSP9R4VG-g', 'La Colombe')
('dj6nbGIqguJDXgz49nmFBw', 'Pizza Hut')
('sygVFA8ZOprx18lS5d6keg', 'Prickly Pear Fresh Mexican Grill')
('Hjq2PsuwTV1gfXYyH3IOuA', 'New York Fries Fairview')
('o-cqIwS2nWJGWA6nNPQ2_w', 'Hot Cookie Truck')
('MCKZAH4AkGnM8dXq6_CEiw', 'Agra Sweets & Tandoori')
('t97JdgEBy7aOpx2J5cPObA', 'Divolio Ristorante')
('iDZ8OCo4_mR3w7WcQlsL3A', 'Le Tonkin')
('ScT2XD3TvieGPbTjCNplHg', 'Lili & Oli')
('R_M4P9XetEM-aLE7eHdthw', 'Crazy Sushi & Crab')
('CCwBfrC0Y3EJVe6byA1LrQ', "Matthews' Hibachi Grill")
('ofAbFXOMz2-Di7p2oDsfhQ', 'Quik Wok')
('nOykFBuMLOuw3ZB2WTk50g', "East Side Mario's")
('N56-LiN3xp3xEQbl0oRHjg', "Nana's Place By Gibsons")
('L5Vpsyc48MrtJjFHT1UPAg', 'Amano')
('KkmPDIWzvwbBpyqOHT6pcQ', "Rao's")
('p29R4kMODw155BAEZNtD7A', 'El Mejor')
('0CZ4opKkec9yAS8qmXoWdA', "Ric's Smokehouse BBQ & Grill")
('RWAgNm7kFVhr69XEZsccYw', 'Extreme Sushi Roll')
('IEZRcxLrnMkc7W3q1i7d9g', 'Mariscos Altata')
('OQcwCyQ53w0rUDdxJXHJfg', 'Carolina Prime Restaurant & Steakhouse')
('c6-5RCj8FtV-m1aHz4wnmQ', 'Saigon Palace')
('TgshgSQtZV-RTZlQ0ztmBw', 'NY Hibachi Buffet')
('kz4razShIa8Z09qRKjJZaw', 'Gecko Grill')
('ibf4xvHWD4t1DOOZhidHBg', 'Modern Margarita')
('dC5pp7LbobYTKujOtoC4gA', 'Babbo Italian Eatery')
('XiN6fI8I3Mzg2nPRJ9ukRQ', 'Prosecco Fresh Italian Kitchen')
('7czviCM4tDOK2JkFn5BZfQ', 'Tim Hortons')
('7IF5cjvH1d97pzvYPnf9Mg', 'Savera Indian Cuisine')
('58r0y-4rDHtyCW4t8HfUsQ', 'Duck & Decanter')
('SmoxqCnsGocwL3Zyn6wdkg', "Carl's Jr")
('pR-2JcFQfm9g7hO-BShFsw', 'Greek Gyro Grill')
('9HWCSPtMP2tU_cTDsEU1Cw', 'HÀO')
('632tj67V8Oqdh56elNvFng', "Osmow's")
('BE04tjYHMhaHRQbAiJ9JTg', "Dunkin' Donuts")
('Aig3xCV7SaehINBPseMeQw', 'Les Vergers Petit Et Fils')
('pS_AReTDAwTc6YebrCdi1Q', 'Lido Cafe')
('QUXSmYIDvpN7_E5BkrA0Mg', 'Libations Kitchen & Bar')
('IUtjbbqQ6jUSi4t2jjgYRA', 'Fiorentina')
('agWZA6ajLvu6MfFySNBzZw', "The Captain's Boil")
('vMO2vNyWLuxumso7t3rbYw', "Pablo's Grill It Up")
('3BAcvsVdl3-rKk8pzw7ZKw', 'Fish In the Spotlight')
('i3jZgPgXPtXbZIjv7obagQ', 'Szechuan Express')
('2KM2keUQL3lCrYaOh4EEhw', 'Vienna Lux')
('7e5VezwFWmNyv5RvuHyFrQ', 'San Francesco Foods - Laird')
('qTH9kobJY-wLiOUErSFw1g', "McDonald's")
('f_vIr9vzQv0USejCvcawcg', 'Lo-Mein')
('xOYJ5-WqKdGy5l4nviDU-A', 'Mike and Tonys Gyros')
('lZTiB75nCqHc8Q4vGZdmoA', 'Lava Lounge')
('uwn8sfd0dLd1Vpn_E9zkmw', 'Patisserie Kirin')
('Lp4ofPjCh1VRklL_j2Eqlw', 'Taco Bell')
('j2do6crDCVPK7QHKa-XjZw', 'Vocelli Pizza')
('1DPJXNy7fH8DVFEo0NQYJQ', 'Caffe Costadoro')
('BG8lvZoPTrPJqcvTh-ytzg', 'The Range Steakhouse')
('4wtqTzXPPp_6vBfFQKiTGQ', 'Milestones Restaurants')
('MtViLqobs9m4Ia07Sdux0Q', 'Little Oasis')
('xyskSLRWf5ixBWSYk5hnDQ', 'Stir Fry Paradise')
('X33BIVfxrbNa5l_53w2FpQ', 'Sonic Drive-In')
('WdCh7l_pxqJtuZl5VJriYw', 'The Samosa Factory')
('maJvbTIlMjOoZTcsGUqHOQ', 'La Carreta De Lily')
('P8lGz3aiwedtGQWrifuBTA', 'Fiesta Grill')
('ziiVVWwlQbvk6fqvPt-RsA', 'Subway')
('2gzB4EE7B_QEFWZtJTG4dA', 'Stella')
('FOHdXpulTk5Exb7J9bbP_A', 'Centro Panini')
('vKlfioFE5L-ZSUIbg0NY3Q', 'Le Chardonnay')
('jXTOkv0P1W63pofGENBQJA', "People's Potato")
('lFZathO8GnCiB7KtkeDsNQ', 'Lava Lounge')
('rcS-_n-Y1M8vM1HZQVDoKQ', 'Hippi Poutine')
('jLrCzUuX_tdGS0Raf_BuzA', 'Popular Pizza')
('Ns1BTbRzP-fH1VdAfe7A1g', 'Thai Express')
('UeS6cGZOS-9QAVLoS6oLPg', 'Wood Flame Burgers')
('PndkxtLCDv69LBE5Ay8Mwg', 'Casa Layla')
('SKpg4zgr83YPZ14uzhmn9g', 'Ciao Grazie')
('f6X9MJSsZ0IncUGQBZjKLw', 'Moss Park Restaurant')
('rHxc9sR5ELjboLqd_fUzJg', 'Barista & Chef')
('Y7JOip5LLaXc007OqkCg7g', 'Pacific Buffet')
('pdy6EAcJvZks1hKogxOj6Q', 'New Asian Kitchen')
('zOmz8CM5SVFGklGRSsV5mQ', 'Divinos')
('sJNcipFYElitBrtiJx0ezQ', 'Arizona Wilderness Brewing')
('n-ps87_nlV56dKLD7Wep3w', 'Fookee Express')
('-kzdfAFoqPpJU903Zt_aeA', 'Brokers Bar & Grill')
('6kLjTH-q1FP84FYKYhT5xw', 'Pho Sur')
('vBMAdtlABJ1qb1ryaeOugA', 'Potbelly Sandwich Shop')
('oyoMj4yTMybdMRADjFPXiA', 'Athens Gyros')
('MrjrxvceYEo0QPobfkp19w', 'Nevada Restaurant')
('Ih0f0UyhFufm3C7kR72DSQ', 'Dante')
('gGA055zZCftYMMC8xEWbyg', "Wendy's")
('Y7p6zjpZL6wKRWLZTzxu3A', 'Bagel World')
('wrF9KHXtDi5gG9PUWLG_Vg', 'Pizza 73')
('wpkmz67yw3oyXc0ykIslNw', 'Dang Dee Thai Cuisine')
('PIS8lB8cYYzIOa80x5MRLQ', "Aladdin's Eatery - Mayfield Village")
('VGKq16vCdPPHMoryy6XTHg', 'Natt Spil')
('YEVN6-6z7PL5cDeWx9I8OQ', 'Pizza Fresh')
('9fZRhl7d4BOtV-gj7CybuA', "McDonald's")
('9JNqGnvTjP_tb9KnswHpGg', 'How Do You Roll')
('KRkyyghFwPQvtCrqM-t4wQ', 'Indonesian Kitchen')
('1kqLZp0_FEMHGx-W4TjTLQ', 'Hong Kong Style Tea & Fast Food')
('ZDDzKXN_JXe7694zePRuTQ', 'Chatime - Dundas')
('3X-jhrbCSMv5hfUS02xdHA', "Frank & Lupe's Restaurants")
('1pGb5gi2SMkKmAWWArvu2A', "Peggy's Lunch Box")
('r-EQRM_IVDzKTxCpHSEOjQ', "Joe's Restaurant")
('lX7-SmG6mm_6GAHwBBUtEA', 'Sylantro Restaurant')
('fIB2hpMHSJEj8iCE5qbDuw', "Wendy's")
('I-VD-o4JDGSG5GHQ2EbrVA', 'Smashburger')
('edH8L6RxSfQ78R_51QoDWA', 'Lean Lifestyle')
('L5OKTwehIhwFOoN9lZmreg', 'Bantam Chef Pizza')
('nYifLyIcS9V1Yj2wm2OVsw', 'Company Kitchen and Pub House')
('_OoQ31fIoy3dK96rP6vtFQ', "Moreno's Mexican Grill")
('5DT2qxCkXxUKW7z_4kOXmA', 'Sala Thai')
('iBZEjiUcMn0HOU_9z5RUfA', 'Hero Certified Burgers')
('U0UnBjz9DugW2qRZputKBg', 'Manan Bakery')
('Dm3-rlS6-bw_dvxLXL4LWA', 'The Fresh Cut')
('AX18390RcUvxaJOCtQFSjw', 'What A Bagel')
('vDg3YmXFsaNgJEHBNi-7tQ', 'Salad Days')
('ZD7Lsh0v407nh3L7v2vqxQ', 'Las Rositas Bistro Mexicano Restaurant')
('bRs0ejlkGV3K4b-PaBROuQ', 'Star Ginger')
('Qhvvh-0u7Od9FtGQYENmOg', 'Lubie')
('T-eEjmbEeQ53ezioW_9vxQ', "Phil's Italian Steak House")
('EhK37wNBtzk64S8kksL9Og', 'Palatte')
('8cUCAdu2gFBjdWDKWaetRQ', 'Lake Vista Cafe')
('IqBoGCKUJdzBOmzjUsB7lw', 'Chipotle Mexican Grill')
('tAEKCC7h9h9A79SfYx0Prg', "Ling & Louie's Asian Bar and Grill")
('fUIzcTNTRCcO4vQgfG0ifA', 'Tribune Restaurant & Bar')
('2EJeW2tHqNbAIxoaJ4tMbg', 'Jasmine Restaurant & Juice Bar')
('pw09B1aBMNi7eYQnSR0UiA', 'Touhenboku Cafe')
('aMQ9eniSKkEkL0id93Y9cw', "Carmella's Pizza Bazaar")
('4Ej5FiDtDluJlz4O6pZkDQ', 'Empire Cafe')
('9Z2k1hsQgM7bjWtJgD1lbA', "Dangerous Dan's Diner")
('vLO7WdSy53qYHXl_PiRf1w', "Don Miguel's")
('ri4JWuvJQOOkoeWN5ZNC9A', 'Beach Bar & Grill')
('lnG7zq5Vi8awdToyY-TDBQ', "Jet's Pizza")
('0j9fDe9xNQJKI9YdcpxrUQ', "Wendy's")
('W-rtsGVJBl5C-HkCyQYH0w', 'Magic Oven')
('C47xNSByH-2k7WbX9Yx6kw', 'Sushic')
('uxRBduJIbkY5FFfJCVVdVQ', 'Cool Beans Taco Truck')
('iiixGVZ0tcuVO_SKUE02qA', "Papa John's Pizza")
('gMwqeg2s0a8JAC5DqSyM2A', 'Center Stage Restaurant')
('TaR4FZDEIyk9w2xSeRQo5Q', "Expression d'Asie")
('jgC4ktSSEEsFT6AmekbvsQ', 'SC Prime Steakhouse & Bar')
('oj8qk3W7O9oq15VIs-vYJQ', "Lon's At the Hermosa")
('vXkw6os-OiATHgIuUNAtWw', 'The Desert Rose Restaurant and Hookah Lounge')
('MLQeuiL9rqOq_rDKGEcU0A', "F'Amelia")
('tNw9uqfIzl247SfiZ-JBLw', "Alesci's Downtown")
('nSD-uxCMb745bH3dxoko9Q', 'Taco Bell')
('nyq5XmvPAZYbbXZsDwnDsA', 'Restaurant Roberto')
('xzkn0HlLBoOwvbjpqzT3uA', 'Flaming Grill Buffet')
('PS9BFvVfWrWbBHoYmEl5Sw', 'Mendoza')
('_DdZBDncP6mCxVCZVioiiA', 'Chopstick Foods')
('BB7Zk7p76N029MoOkO4FZQ', 'Peter Wong Chinese Restaurant')
('3mlQUErZsFTBizQJiftHmA', 'Buffalo Wild Wings')
('ZL2QeOMAPXthvBmng5RN-Q', 'Pizza Hut')
('LH94_1e1_Yfezu0PBrat3Q', 'Souper Salad')
('-gBRmZwDhsooJzf1I7uPyg', 'Keele Ur Hunger')
('ldKrUirpZZ6JDnNwOwLpvw', 'Ichiban Buffet')
('s7LIzckLw4K0bfmokqTsUQ', "Dickey's Barbecue Pit")
('5p60nXyjQruKvEZix6ahVQ', 'Vallozzis Pittsburgh')
('YfuL93FEOMxevS_ij8HyDg', 'Guys Pizza')
('y769FA7VJOW4QQYdYlR62A', 'Levetto')
('lCSYZzLHWkWmya4lauc1rQ', "Goldie's Deli & Restaurant")
('pup46G8qFBG8695RtbQNwA', 'Los Dos Molinos')
('2C5nGjdzF0zMWvD9iVma0g', "Diego's Mexican Bistro")
('WwBadFHFU-81RJAKtTgB_Q', 'Tacos Los Toritos')
('H4N3wGaSJsy8hrNDtADmug', 'Le Resto du Village')
('Vf-mInng89fh3cwk61x6AA', "Geppetto's Pizza & Ribs")
('MA465c4XL7_m9p_6_ztRsw', 'Me Lyng Restaurant')
('zdVDfA4S1EvkPUlfA7eJfg', 'Panera Bread')
('qibYmQhLQ6E6HEwCcegl7w', 'Gino Bros. Pizzeria')
('EYWaN9sLjVYdi7fKIRguVA', 'Taco Bell')
('pxRy9F0HwN7zJ7J89AwUpQ', 'The Good Egg - Dobson')
('5z1WIr7E9P2CSzyN5seeSA', 'Sterling Brunch')
('x2rgS3dl4is8nKHaa-bnbQ', 'The Chopped Leaf')
('_5S-0t10CgqKuMW6yiklHQ', 'Los Arcos')
('hn4Pk40aKTniyYtRwhflpQ', 'Taftan Kebab')
('1tTC8S4d1gbs9HLGbSmDww', "Sammy's Pin High Pub")
('X209KCF2ex6VvNJcb1rhjQ', 'Tuyen Restaurant')
('aKoDe5WZ-dgo6gD76kgNxQ', 'Cafe Green Tea')
('YFqlMM1tFn0C4b9aHdzOgg', 'Arrivederci Cucina Italiana')
('PqZsc7vmJ55vBf46uqQ41g', 'Subway')
('fVb7-NP2zHwU198elHA6Cg', 'Gasthaus Oberer Krieger')
('umN-Nj23wd1-kH7hkAneFg', "Auntie's Chinese Burger")
('BHs0_SX74f6HoZafOnWbdQ', 'Restaurant Sushi Mou-Shi')
('98WwIFhpPdg2Wk4EQet5Tg', 'Tim Hortons')
('dQsKVABQ750EIIoqWMSy8A', "Mcken's Mexican Grill")
('eefMnLfjlc3I166DyNZjXA', 'Palazzo Restaurant At Tuscany Hotel & Casino')
('Q3QdmjKnH9RVAHgTtos7uA', 'Chicken on the Way')
('OAV22K20lfOKNy6L5hv7oA', 'Pizza Soleil')
('2lG2I1LyN6rCiw9U6wKtQg', 'Restaurant Amir')
('PCaQ68jSOcDcGnLbK0HK8w', 'Grill 60')
('llKBbswD5XIb-kXFSCP9Tg', 'Swad')
('byafWJLVVthEUVo0nXtRsg', 'Bread Connection')
('zV38gkkEeJ4cVRlSWWQTfQ', 'Il Gelatiere')
('burpg9xI8_zvWgiahTNjGQ', "Domino's Pizza")
('kEbdBwyqucFNNi0iCEmmPA', "Wendy's")
('Rmj0NYF_Id_2rZzocx-Vyw', "Papa John's Pizza")
('c9PkUjunOI49r9oO4ZJcmQ', 'Taco Bell')
('ZCuxGouhn_6ndMIOHg76ew', 'The Fat Burrito')
('boIILzBqhjWhq4G0BsB5_A', 'Miga')
('yo1g2aXjBL_7FNo1jctKfQ', "Sirna's Cafe")
('BRI1GLty8we4EL81P7POfw', 'Caractère Chinois')
('gA_SPYQ9D9THv4mrH9mSsg', "Geppetto's Pizza & Ribs")
('RwVXPEFAuTHktV2dAqDkNw', 'The Keg Steakhouse + Bar - Leslie')
('xMUcmzDm3P4U1urVD2pYdQ', 'Presto Sandwiches')
('_vBCm43Wp9GEBY0hllj8bg', "McDonald's")
('bR5Pwh9sgTqThaHwpFXdaQ', 'El Ranchero')
('zgtgMlvFk5Ilrs1yj78tdA', "Hungry Howie's Pizza")
('6mqfcZI2I6Y8QGBPiFAsnQ', "Pel'meni")
('XGw05Nyc5DOVQafkgQqvTw', 'PFK')
('Bo8hpmBWPWHOv6cEEF7ueg', "Carmine's")
('lrkP6ywHm3lJx5j1grR3-g', "Carl's Jr.")
('KLb9mnirF7LqD57W8IElwA', 'La Fontana')
('hTsZSiftorNUFb1VaHCHHg', 'Nook Kitchen')
('-coR5Ch6_HsUAfBWcuetKQ', 'Siddartha')
('bWIzHG5acSU5kxA1_QWSPw', 'Super Mack')
('HZSe4KflWu7Q0gOxM5_8Zg', 'Tandoori Flames')
('QA_wWJNPSbZWAj-8oBhLYQ', "Nick's Grill")
('f0EH8nEFjQomm7bkCcmCSQ', 'Pasquales Ristorante')
('yV5uw7PUv-aj4bnXYB3aag', "Hardee's")
('1qkKfqhO8z2XMzLLDFE96Q', 'Kodo Sushi Sake')
('Ldly1D-EUrbOfjxDMqY2zA', 'Extreme Pita')
('NJOtdjuLfRfg-Ddi7Au7Vw', 'Restaurant Papillon')
('iyYUueZKwIazyapcBwoX2A', 'Uncle Bears Grill & Bar')
('ALUqFoEbPIXEwdX7QbyR_Q', 'TJ Buffet Sushi & Grill')
('aMqVyPAyIsYDKADl-u9XvA', 'Chongqing Lao Jiu Men Hotpot')
('ZUkF0syMMAF1rRiLK-J-Dg', 'Mashawi Darna')
('KMnFlu3SifyKWKVeMX1UFg', 'Olive Garden Italian Restaurant')
('0llUvkDuEoCizYoFfuBdVw', 'Coffee Culture')
('9kk7eaffUzXwh-KLmKLxzw', 'San Carlos Bay Seafood Restaurant')
('ZhvYzRAjoQYW8ONFRg1tlg', "Buster Rhino's Southern BBQ")
('D5oLn4j7eezCAoOsuYr8jA', 'ND Sushi & Grill')
('98XJsz4hbDBxzowVUPC3lw', 'Silver Spartan Diner')
('I5YF1kl3LCVM6nDeP8rUzQ', "Papa Nick's Pizza & Pasta")
('OOHDPE3tilNC4md8Lcx_4Q', 'Pon Ocha Soup')
('fX9YhRoymPu5H65sgm52Ow', 'Shack In Back')
('a9usBo16KZ-gxOJXdryNlQ', 'Pizza Pizza')
('Sn09Z4N9FpfoBbLBSJlB_A', 'Subway')
('4h8HCTd5h-oEH9XtkX82GQ', "Ruby's Food Truck")
('phcI1hlvkWu7Eoekyn-Ung', 'Tim Hortons')
('kQabQnNavQ7FgfyuXf8Niw', "Papa Murphy's")
('y2plF1wqtEiOdzArakENfg', 'TANGTANGTANG 2')
('Q_dh08clYUPj13GmCRzIVA', 'Kulinarya Express Filipino Kitchen')
('djKTruHtS4n_vlfOknxjRw', "Queen's Pasta Cafe")
('erfeEg2sOOGRXYfLIM9BvA', "Long John Silver's")
('fZSvBAEDfnHskfbDBizjBw', "Theo's Spartan Grill")
('IQdpwJLi-AdUu_Fh6hTq-g', 'Strip Sandwich Shop')
('xxOHJFjVsrhMsJxtbCq2Dw', 'European Bakery & Deli')
('tll-jug-vm7EKSVAPUPdIg', 'Starbucks')
('Da6G8TVoc_5WOTkYfQfT6A', "Moe's Southwest Grill")
('JNKb9LgYVwWGW3-Mm6o31g', "Cravin' Donuts")
('vzo77AZORhGo0dSNGWdVeg', 'Dominos Pizza')
('Toaxd-s-ocY5gPXpD8W56g', 'Asia Restaurant Pazific')
('1bYtt80iwckHNPJyIl4qQg', 'Oliva')
('Qc0l8rZ3nvrcERitgxu8XA', 'Omelet House')
('qIfw1ZXlbg8rvgvn7XUEhw', 'Moon Sushi')
('R61ohx9M8sw_gHsPoDCgyw', 'Panera Bread')
('IutYdMXVSV9HRaTuDz3zKQ', 'Pizza Bella')
('Y0_NXqiSfm7Z52PTWbRKBQ', "Southsider's")
('I1ak-jxX4ybxasogQ09kQw', 'The Rail Tavern')
('Dl-hhPCjRJM221XSwiuTbg', 'Legend Pot')
('7OmKrIbaIn_Dt9C1HInnVw', "Monte Cello's")
('zl4T9WtZi0TiIo2RFvc4Zw', 'Burger King Canada')
('2nraROl3d0-Wr9EPGkW-1A', 'Subway')
('jXBNc4tQTR1WtmDb6-GOQg', 'Carnitas Guanajuato Mexican Restaurant')
('Np8MXME68JGYxJQ01lDd3g', 'Bubble Republic Tea House')
('V_TxEdzeEs8P5nGPANOY7A', 'High Roller Pizzeria')
('ilKfISetU1EgKMIJj9euAw', 'Koraku Ramen')
('BpUM6tIvWnrZX6sT7aaZKA', 'Aldar Mediterranean Cuisine')
('eO_nNplE10aaRi-fiEV0WA', 'Kimi Sushi')
('88TztTRS7K80OvWpolm4sQ', 'Glorious Chinese Cuisine')
('_reykENmCBh03iczpFAufg', 'Sakana Sushi & Grill')
('tWdp26XQEJqJGnRmFVJQxA', 'Mangia & Bevi')
('5jTmjxb1X34EfcY1gos4tw', 'Fatburger')
('4V_dIB038vy53RHYgEvUcw', 'Metropolitan Resto Bar')
