9797 businesses are not restaurants.
('Apn5Q_b6Nz61Tq4XzPdf9A', 'Minhas Micro Brewery')
('0WxO9_lzwKIdPF93ucUxQA', 'Metro')
('qnpvw-uQyRn9nlClWFK9aA', 'Wild Wing')
('D3dAx-QW_uuClz4MambeHA', 'La Grande Orange')
('UkrULFvq5y-bJoqBu5eI6w', "Scott's Fire and Ice Pizza")
('bM9deCdZjRimPggKuiJwaA', 'Taste Seduction')
('_5UAFrD3EDgJO1aZgRxH7w', "Price's Chicken Coop")
('qhgzCRAo1IRyW7VcPjSOJA', 'Avril Supermarché Santé')
('FVospBWddyS7IpbEuFSqgQ', 'LBS Patty Wagon')
('I0N8y8DT8a0fI1GgFmWmuw', 'Rôtisserie Scores')
('CJ13LLvr37fI3jToYo5JQg', 'Machetes Mexican Food')
('vw7lie14r-ddpgo-nrpEvw', 'Contrast Living Interiors')
('eJGxuOdOUuQZO8qDtw-OnQ', 'Lot St.')
('x8b12bxgvyYBFXRq0AIN3A', "Umi's Kitchen")
('g5Lv61xQ_lTD2dU9QIJfeg', 'CoreLife Eatery')
('pZ1quwXnYozLIZIVABojhw', 'Black Hoof')
('3mJZjNpheTzt3TKxDM0mIA', "Granny's Place")
('j8yLK5Tzemj3frwdk7SUXA', "Skip and Jan's Sports Bar")
('w_Cw1-80276SAhHw2LJqFQ', 'WingNutz')
('2s1JuKtL1jPzM9Tmg13CLA', 'Senor Blues')
('jhru06vUIVpEPu-_ezj37Q', 'The Bier Haus')
('LdOSw3VbUZOmqup0jeU_Dw', "Booster's Billiard Lounge & Grill")
('B7pVrERldmQmrbkSU_wjgg', 'Hansa Brewery')
('HD10w7sMM9HkF4pM8BlJZQ', 'Pinkerton Snack Bar')
('912l61txSxlAnzQLamabYg', "Bob's Inn")
('07wrZtaTar8BjJVZlFdYDQ', 'Audi Quattro Lounge')
('HTaA1mo9cB1dXMwfJC6yKg', 'Buffalo Wild Wings')
('LGGi_kE63pPY4l1hha_ncA', 'Rogues Restaurant')
('9pp4WAPcvgwA_3FsHmMXBA', 'Chawk Bazar South Asian Eatery')
('93otbGHE0s0m-lU1osvg9w', 'Rivertowne')
('_32BDvTLUGkfGzDb1z8Oyg', 'Evolution Food Co')
('SP_CO8ZAIaskpJWxbwd4LA', 'The Mill Eatery & Drafthouse')
('Nj3DwfsDAwogVyFrGKxgnA', "Caffè D'Amore Catering")
('z6yxgJ8UW0UF7dJr65rC4w', "Nellie's Southern Kitchen")
('CI6gEOiOQ5ps0oMUhgmKRg', 'The Liberty Kitchen')
('32DUrg5Thezf1eGsWK6Gdw', "Moe's Tavern")
('jnx6lEnHd3SeDNeRn87lvA', 'Johnny Jackson')
('SycRVheLdFcK-2jt8j5d4Q', 'National on 17th')
('u0KWFEkp2KCaB0ebmvi4Kw', 'The Office Pub')
('p8URfi68QVheLkNlaIG-lA', 'The Oak Room')
('3jKaeGaw_iVz1oEqpoRqsQ', "Applebee's Grill + Bar")
('Xm5TBwU04ds8mNMDzXB6LQ', 'Rotilicious')
('qyXWR6qZJ9eLVJW2s3_CVw', 'Tilted Kilt Pub & Eatery')
('uMZn81MZQGI_ZSChN3ZXsg', 'Cafe Benice')
('hhlzZ7bUHpwPt9LJQHUXHg', 'Chianti Cafe & Restaurant')
('3TxhQKVNLKqRKITPrZQlGg', 'Trailer Park Restaurant')
('zwg2PdDB6hac2mMjYkUhaQ', 'Tour de Food')
('VJ3ndBYrudQFeTIfPUnX-Q', "Phil's Tavern")
('cSZnnnu92IIfmm25JGAtZw', 'Le Club West Island')
('emlZWxKjhIUEotf2xF7Qtw', 'The Clark Store')
('VobZRj98tDH7AaojYJD8Jg', "Applebee's Grill + Bar")
('u2NsBZp8Se_65rs6ydI0NQ', 'The Rusty Onion')
('SaL2YDKT96zHqxlaq7mJbw', 'Porchlight Grille')
('_jGyZz4v9dedx_LIdJHulw', 'KFC')
('_4nmPgw_CWPS9Qkerkp0tg', "TK's Urban Tavern")
('XF7mcs80Zt50PU2Mj0Sy1A', "Smoke 'N The Real Q")
('I62j-QfY4tO_gMKV-celEA', 'Lucky Moose Food Mart')
('Bonny62rswQQ6-sC1DpOrA', 'Bevvy Uptown')
('S6ZIoExUZrvSsxXaCuEkJw', 'Sucre Patisserie & Cafe')
('it60dV3uk53njDZi8Yq2Sg', 'Foxes Den Bar & Grill')
('5JEbkemJfFUAw-xqNLkjxQ', 'Mr Jerk')
('os_m94NtcG7JQg095WdggQ', 'Groundswell Tabletop Game Cafe')
('8g0D6INpSyRz60_aSztXeA', 'Pak Sweets')
('VF4KH9JVolOeo2XojphthQ', 'BLK Live')
('01SiPgdiOskMC5bUJoyy_g', "Winchell's Pub & Grill")
('YuNSmZLzstMSeU3O5qHhig', 'Old Country Sausage Kitchen')
('OA43IaMhSH0kiuw_2JbzAA', 'Windsor Rose')
('wHy5uBfkwEAbf-6UbZT6lw', "The Captain's Club")
('xgLa8IcmCcHabbi4t-cBfQ', 'Broadview More-4-Less')
('ohDvHtWVpCJ_6b1UrjGRPg', 'The Lounge')
('oWwa7fZCUdjsyhAuUGXtxQ', 'Hickory River Smokehouse')
('cQ5flA0MB40EKI78rtrNlg', 'Gujran Wala Tikka House')
('qim0lD112TkDhm8ZyQlRnA', "McCarthy's Irish Pub")
('qRymrsLmlA34bC8PvNoujg', 'Market Grille Cafe')
('GwcuRGEhaaVGJYp9rGcnng', 'La Cage aux Sports')
('EP1do6l8hLyIGEru0gN3EQ', 'Johnny Mango World Cafe & Bar')
('j8MJmNfQrOGUX6AJ0ZkjaQ', 'Black Pig Bistro')
('-PnZ5_XurjYgoqIKd3p1RA', 'Carribean Cowboy')
('WtqzJcXEt5lc0hSeJ-bAJg', 'Bob Evans')
('IfdaoLWUc8LJU8BE3qb0Ng', 'Amore Ristorante & Pizzeria')
('jX9DocoiY4Bo9EUkaTSqvg', 'DIY Poki Bowl')
('9bNpMgvaSux1xLPSPwIbUg', 'QDOBA Mexican Eats')
('qKoxU0SleGX2vhFfpwh0kQ', 'Latinada Tapas Restaurant')
('zrISVOWSwUkbEtWKAx04Hw', 'Le Magasin Général du Vieux Montréal')
('SMRg_KiTXeUb6xYlB98ocQ', 'Neonopolis')
('av8IudUXe91QRrUQvIXhDA', 'Caribbean Wave')
('WR2J_AufGGdPrJobNb5GHw', 'Aji Spa')
('X_6GL3b2pNvot_HUZIvgYg', 'Fire House Sports Bar & Grill')
('Cilu8Dbb-tTHgEBM4-0vZA', 'Winking Lizard Tavern')
('7BZ2NdkysVLgWScSEvhILQ', 'chow.')
('cluObZQ_o_SpXiiRCDVBTA', 'Mighty Skillet Brunch Truck')
('H3mVlmy_Nt9KakdveGO58A', "Squirrel's Nest")
('8iRfD5IizYki0F8QlAlL2g', "Hawk's Bar & Grill")
('0jJfQEWEe-6ODl62XSynDw', 'Haggen Food & Pharmacy')
('VbqtbvvtNOe-YKA61-fSNA', 'Armadillo Grill')
('uuGL8diLlHfeUeFuod3F-w', "Tom's Urban")
('vgeE79Nl3oSJl7NApP-g6A', 'Galleria Supermarket')
('emu_QZZwqSgFKmBRs3luxw', 'Chick-fil-A')
('3WipOV5JlbCEO_o0tV49yA', 'Buffalo Wild Wings')
('yLH9mFFwOlzFB_fYKpSyLw', 'The Paradise Lounge')
('uNpqQEz9tE5TertGlQCBsA', 'Cafe Costa Rica')
('UeMt6BCYA_ETI67HcYK7jQ', 'Pollo Campero')
('zwFScgZRXOsWnucfwyn8pw', 'Nottinghams Pub & Restaurant')
('4MQaqhBUJCpghGukSWNq7w', 'The Loose Moose')
('zOhc6cRn1UgNy7EiAdJ2Rw', "Chuck E. Cheese's")
('XSpEeRqe1CeIBrDoC-wEzg', 'Library Mall')
('-_LSXPW6JcG0SBcW58H-ag', 'The Old Nick')
('02Ycww2etUAxorZb5gIM8Q', 'Tre Mari Bakery')
('9MA7T15gbbcmKz43r_Ad0g', 'The Corner Bank')
('cW4IU7Kq6fXI4pDIYDz3tA', 'The Puck Sports Bar and Grill')
('U7Kyetx5feP-XFCRkRtaOg', "Shadow's Bar & Grill")
('cbjF6szaq2orE0BplGAKEA', 'Hooley House Sports Pub & Grille')
('MawnO1mWfWM2pTTyRUdwlA', "Jillian's")
('A-aoA098sX6obvlAxzY8ig', 'Wallen')
('oN1OJKwW4EX2frr9I03WCw', 'El Gitano')
('L772e6l2Yd0DJEyCBxBNng', 'State Street Brats')
('zrGxxpK--KJY-kVTTfoEdw', 'Boca Chica')
('4iLbq_AUiWtsSKHFpG5cbQ', 'Food Factory')
('sQI-QBlT-lZWbAXRZbGRGA', 'Simple Simon Pies')
('3Q3zeeVM_kP954N_SjkHhg', "Farmer's BBQ")
('keBXqRRumQA-A5m4K7Zq5w', "Lulu's On The Move")
('MNlfg9n8jdeKo7i76O9KxQ', 'Rôtisserie Scores')
('hQ_PRFaJGotxFzNjiy3hXA', 'Firehouse Subs')
('h_PKFKAnrjiEy-jvF0Gv7A', 'Ben Wicks Restaurant')
('trpE_bqfYzvIsHAuKfiuqg', "Larry's Restaurant Fish and Seafood House")
('PvyJ2gv3baPyqqmLoGLY-A', 'Dish Deli & Catering')
('UoqiI6_srEdSSXeCp_e_JQ', "Applebee's Grill + Bar")
('G8qvbhfbCyMAeZzYrbmZxA', 'Carmen')
('P0ExWEi-kiFuXdKoc--j5w', "Jason's Deli")
('l8k4gOEkfoLKq0mPVWHWGg', 'Arcadia Tavern')
('hG7GPagUoqCHLowKzlR3kA', "Domino's Pizza")
('6ouvJSOubFcNciBPmURFkw', 'Céramic Café-Studio')
('Y590rdOrmBf-jW9Vmn9Uyg', 'LF Market Oriental & Seafood')
('BWmex2gxmeWWFwb6hjKm5Q', 'QDOBA Mexican Eats')
('Sb17eJkjHLjcPKSbpmRxWQ', 'Buffalo Wild Wings')
('9OC_Thx7VC1rdfwXqsYd_w', 'Auberge Willow Inn')
('nVw5MK7dBw_JzoH82DCfJw', 'Flavor of India')
('oz8s1Vzm2hN5ZO6kybCfWw', 'CoolVybz Jamaican Restaurant')
('lcsfb0Sz5vzpBVShDsu2gw', "Pt's Pub")
('QH2OSulslnQ7Yn8Xs81SPg', 'Growlers Pourhouse')
('tpI1PbAD0Kh2dAJsAOEjcA', "Queen's Head Pub")
('rW5N-fiNhqb-fR3bGqyPdg', "Rosie McCaffrey's Irish Pub & Restaurant")
('4253zBrjbPy7VvD4X9NPnQ', 'Bull & Finch')
('8YL_Cm7lYGLfPvp5sseyrQ', 'The Grand Blue')
('HGNOaHmKpW1ajuAVCpA1yg', 'Peoria Artisan Brewery')
('sgtF_x5ppBbIXRUE8XrmVg', "Sticky Iggy's")
('DuMWyxL4DMcy5A8MXD_67w', 'Parkview Nite Club')
('kx3B5lgFlL5QlYsYIQwJdQ', 'Firehouse Grilling')
('0vwquUvc7JupcCMjYEiKWQ', 'Jailhouse Saloon')
('f2z4RM_ungk_zQwcpZcpcQ', "Dave & Buster's")
('6UqOXFic_vu2JLGuu8YD6A', 'Cheers Bar & Grill')
('OON-4BXdjJHdk16zhdN4PQ', 'Madistan')
('CK-Gv3vqIlWOrKP4fhT8_g', "D's Six Pax & Dogz")
('FyVs_L4f1j8Mv6zTMNUvtA', 'Green Grato Restaurant')
('Eox_Qq74oaFZ-YjthpHhBw', 'The Sister')
('68O06rHoYy-7IH04I2OEXg', "Mario's Pizza")
('qYdpN-NsF3pEioxGGjbKMQ', 'The Burgh Sports Bar')
('tpesKzKbcPFekdThYZ4UpA', 'Bar Italia')
('a_Ae4lBAaUFfk-KjJ1eM5g', 'Young Centre for the Performing Arts')
('Ivo5wScbyzU22DAoXKyGtQ', 'Giant Eagle')
('gHuBW6jnL9obWil6DKxpwg', 'A Savory Affair Cuisine and Catering')
('iMpS5Q1ui6kkO2tf31K-wQ', 'Hoover Dam Lodge')
('lCI3S_Tb16uW3TOk-wMizA', 'Tommy Pastrami NY Deli')
('NVJ1rVXyThay6Om-Q2LKJA', 'Cedar Land')
('UYUoQEbKcoFXs-0VRxrO1g', "Sardella's Pizza & Wings")
('iiIXOU0L-KUCjuNES2e6Cw', "Rubio's")
('-8iwcXhLnyqbLgvcrJGgaw', 'Red Rocks Cafe')
('PaU0Z2Zho5dK6BlSz4XjiA', "Erin's Fine Foods Deli")
('rj5TMsJ3Hq5QUm9RzJYKcQ', 'Bounce Nightclub Hinge Lounge')
('1eBAbrAsgc5eImp2ahjFgw', 'Les Incorruptibles')
('C-cvl8Mf2vpxHwUon3sVGg', 'Caramba Mexican Food')
('WCOuyKKNHWqua5MAKUNpaQ', 'Dos Diablos')
('3vSaA8ShdqIqoZ1iEwS9lg', 'Taste of Ginger')
('oEQLrtyssOdCz96A7QkDkg', 'Briskit Gourmet Slow Cooked Sandwiches')
('fnAYXsEO0ReJeL0ZTU7dyA', 'Honeybaked Ham')
('ZLcTzccbEoNkp5_EGKMUnQ', 'Citrus at the Downtown Grand Pool Deck')
('K0ot5J9-MhipNpJOGYXslg', 'Mango Bay')
('0vYxDHBR6VUfMtY91POA9Q', "Gionino's Pizzeria")
('RXWoXbo18akMt9tV4bLktA', "Applebee's")
('El83MSV3YHDtcSeIJqPOhg', 'The Chicken Shack')
('-_yEVC3_3M6YOsamYfNFEw', "Jason's Deli")
('CJ0pTLbWP02jiirzuWJCKw', 'La Boulangerie de Froment et de Sève')
('X5wDRD1C2ErH5nTn6ymfcQ', 'Fox and Hound Pub & Grille')
('0FOON_PNvG0ZxIZh6Jcv2A', "Applebee's")
('Bn_tFQrt9PSAp9RUNMctpg', 'Biryani Culture')
('YiW3hYRpLKPhv99FkuZEbg', 'Nipa Hut Oriental Food Mart')
('CZ8LgVpvieYAYXhUUZ-iHA', "Atria's Restaurant & Tavern")
('2Ezp_HYCIVE-h7hpBBvtxw', 'The Naked Grape')
('af4CYXhh5Bz6eDxit7gAcA', 'Barbeques Galore')
('COqLTo3bb1fuMIg2_fA6Fw', 'Bread and Kabob')
('07jQarxKd_8J_AJHD5YBqQ', 'Muscle Maker Grill - Las Vegas')
('oT82GLKa-ntmiV00sd6PGA', 'Venues Café')
('5QsW4RdCrDhVuDHnlgnCuA', 'Carefree Catering')
('c5N-XCk-ntpyYRsYkwH7kA', 'Bar Code Burger Bar')
('WR7WKOIQup3L0XDhXxwZ7A', 'Sahara Restaurant')
('Amo5UhXRFce_fegUnFEnMA', 'Laurel Tavern')
('L0DJ7-GUDMLIlIR-7vykvQ', "Merante's Gifts")
('aHRwaqenQHy98AwWjbHvdA', 'Ye Olde Orchard')
('AHosGBveeXx9YjsQvdJgeg', "Bentley's on 27")
('KjCEF8aEk1ZBCrJitRi7fA', 'Michaels at Park Central')
('qULaQk6KItfQ-6-rdn6CDg', 'Phil & Sebastian Coffee Roasters - Simmons')
('8L_ltRdrPaIZJX98xCjlXg', 'St. Louis Bar & Grill')
('l78Nm7Le973hIrhWmunJFA', 'Pic Quick Deli')
('6R_g0Lrr-dOwSx5qxR2vHQ', 'KFC')
('omgv9mbqBa20oVMApbyaxA', "Maxim's Pizza")
('wjOwf9KLKfo8pGdWXtfbaw', 'Zoes Kitchen')
('fUalY46xohLeAQDVkxfabQ', 'Mi Casa Sabor Latino')
('ZxYPXtZQ-6DFyl4VQkTELQ', 'Washington Place Bistro')
('d4GBb0eVWVdfL5aJx3UCRg', 'Casual Water')
('zLAjobZ6B_0tgJsB41FNuQ', "Hawthorne's NY Pizza & Bar")
('EsUtyYz5_3wYAhPROK3GCw', 'Flock')
('er56AAp9r8mEJBAhaG02Xg', 'Island Hub Restaurant & Lounge')
('Wy-HIb6sLouYv4-aMcV7zw', 'Sweet Kicks')
('2rC63sjwyMGOQykNmXrvWg', "Enzo's Two Guys From Italy")
('ZHSMToFUzdVijeJvrWLNJw', 'The Trane Studio')
('l1bRQosRdqGemBnuQB5F6A', "Harvey's in Cornelius")
('dYRBbmjpzHd9jtZSuiFASA', 'The Liberty')
('I6oSfUL8RQZDTznXN_5i8w', 'PFK')
('KoqiR3YN3mhbyuUWYIhuIw', 'T-Bird Lounge & Restaurant')
('NR5MXM2xgBTzRxj2cz8WcA', 'Playgrounds Fun Zone & Cafe')
('ZEMiqiTvsI1_SrVRHsGN1w', 'St. Louis Bar & Grill')
('QwGV_v3s9eOMzfWrFLUf6A', 'Whole Foods Market')
('1z2LH6CeT13o1GD_VkK01g', 'Cafe Agit')
('M3tvxyxkgSuZD3vVjlKW-Q', 'El Caprichoso')
('gpiRpdG-8ccLlmPet0Vp0g', 'Far East Asian Fire')
('2pOE6yvSNjJ7RNV5in_nLg', 'Acropolis Cafe & Grill')
('WWdPXSNLduMNK-ybk9HcuA', 'Times 3 Sports Grille')
('ZiEn3McAAbapzyAV0c6qWg', 'Groceria Italiana')
('jMPPJmQBBa3iRuWbYbj1Gg', 'Ringside Sports Grill')
('N0N4mD2DTgR4BR8SlIwLSA', 'Vineyard Jamaican Restaurant')
('qv1GkpAHu6FszLnWt-kojQ', 'MacTaggarts Market')
('RGmBfqdFb0giLPG-SZbQUQ', 'Christy Candy Shop')
('KxUFP7K7t14XxFsB7gT3kw', 'A-Town Grill & Eatery')
('CKRfBUqQGaVCYTKN5kDrzw', 'Boston Market')
('Mnf10SaW1-8O3zVF_S16Dg', 'The Sporting House Bar & Grill')
('LiOtsNFFkD1S9tFvHnzX0w', "It's Jenny Espresso Boutique and Catering")
('Vk1-8BhzJdZYiZjXPFwgEQ', "Pt's Pub")
('bwgbuxEAQvMae1_k-Ni7HQ', "Bojangles' Famous Chicken 'n Biscuits")
('jqvpzGigTojCqqh7xZWfKw', 'El Dorado Bar')
('9ZdDRjkgD8OZGBDFgtZong', 'Wheelhouse')
('OTNy5YN4uDCJlXTJMlEHJw', 'Chahat Vidéo & Variété')
('9ZiDvEuYv-ABq_JDEnrOgg', "Domino's Pizza")
('YmDBXcZI0BvoFmnyQP9pUg', 'Hooters')
('-tffAj4Opoadxdm6DkvPpg', 'Beer n Wings Sport Bar & Grill')
('GhtU72F7z39RFOfpeoqVRQ', 'El Fogón Dominican Restaurant')
('m3U4Pey_Yr0jgJb8MHfy5g', 'Rasta Pasta')
('7ZbjK_dmojrxoY-CBeHPeA', "Ken's Meat's & Deli")
('u-67zd1ImTv3EEr5kIdWrA', 'House of Blues - Music Venue')
('dHiq1JliKgh_3z-KnTpCaA', "Roxanne's Catering")
('iHsN1KSRTTkZFbf54CWy_g', 'Varsity Grocery & Deli')
('5SZe-u0hyquuipQL5lbg_g', 'Yatai Japanese Grill & Pub')
('BkvUOO79b7wdTjWGYo1pqg', 'Gallery Grill')
('bmL6FRO9VimRygNsMHDBnQ', 'Blue Water Tavern')
('RdUsJhX11B0gENNc4Ml5vw', 'Sausagefest')
('sb5mhl5ZgiUmZleZTrhyCQ', 'Last Drop Cafe')
('QvgkMzGOnKF6DWD3GIADmA', 'Panda Windows & Doors')
('5H7AyjxmLGuEjigfXVApZg', "Michel's Bakery Cafe")
('MinT6QqCFljmrbg5xthDDA', 'Taco Box')
('odVKlMYqb4FHJXManv-VRA', 'Grabbagreen')
('2zx0Pt5OeHhjAZoNRqYTog', 'Fuegos - Steak Tapas Vegan')
('7JaylSSpj7K1z6yTsriLSg', 'Erie Street Station')
('U5pW5iuYdB_8NxEopCnpqQ', 'Mr Brews Taphouse')
('HCNKxd0J0pTxAMJwNuYmrQ', "Ms Thomas' Lovely Tea House")
('S4EggH9a-nef1ls_kfBf_g', 'KFC')
('aet-eZ1la9rlfJlopyFX5Q', 'Mill Street Brew Pub')
('E--k_V4ewOtF7Uqoq7fMvw', 'Rôtisserie St-Hubert')
('SYCgakqaEBTjRhOVFXjV3g', 'NOtaBLE')
('qlYEn2ANcY-x-2IwgOD91g', 'Willy Street Co-op - West')
('HiHfwu0c1k8m8aEJ9VwAQQ', 'Jano Grillades')
('KrcXBdIlqJ4tiaWNqketug', 'Social Table')
('986d6Y0RUWjOhTw8OtAJZg', 'Holland Store')
('US0ZdkGe5Fv1lLczbKYJoA', 'George & Dragon II English Restaurant Pub')
('jFkrbRiStLQYKnd3IW_XiA', 'Kingsmen Pub and Grill')
('BsxefnHbrpDN7HB2hJrEiw', 'Taco Motorizado')
('ZedqK_MSaSKCwbu4VRuTzA', 'The Teapot')
('N1mOvbqAiSGKM1_YoSRO9g', "Queen's Head")
('keJGpYownJ-j2zQJ5huvqg', 'Bigham Tavern')
('UzjCvrNuK4crxi0IS9Jp5A', 'Maya New York Pizza Bar')
('j4170xdQJTwSvXFpsQzWtg', 'Rincón Criollo')
('KkXSMj3XWTAHPoGu6l5RyQ', 'Voodoo Dogs Mobile Cart')
('Ct4-SoQ25KZ5vFBe4brUsg', "Cowboy's Saloon")
('3cHL1r5w2oLYH-veijtweA', 'Public House')
('tFTzpmc1Z_KfG75uCm_c5A', 'Los Compadres')
('O-Jmowxfna3faoZRIT2LtA', 'Good Taste of Britain')
('WLEneu6YVE_qM4NGXj2Ddg', 'The Barley Mill')
('1PnHQEOXnxosKYhB86Ou7A', 'Freshii')
('M-5I4Wwa79lXsYlJnzDwgg', 'Zesto Resto Bar & Grill')
('cVMfoJJ4ki427wSAmNvJAw', 'Rosewood Bistro & Wine Bar')
('-_nz_8EPGQKKTd8loQDgXQ', "Salsarita's Fresh Mexican Grill")
('XSGSWu7Q4_IiJ_Zzsi-atw', 'Negril Jerk Food')
('nv-w-aL2Jn9TRJAH0mMz1w', "Salsarita's Fresh Mexican Grill")
('i4lr0CSppvtjZAqqlEKekw', 'Chocolade van Brugge')
('s38vKr-DGXMXuTkUic2qoA', "Booster's On Main")
('Aq5vSfL8AMYo8RZxC-MT8Q', 'La Sani Grill')
('tJcpzXzykNSLuzWwa1JQUw', 'Queen St Warehouse')
('caMVCmuEG4rIV8HtTdU9jA', 'The Flying Hound Alehouse')
('WP02YOmOLNAyb54Qt2zARQ', 'Bumpers Bar & Grill')
('mUW2zgEcGVV0ISM2X208Yg', "Clancy's Pub")
('O66Zy8Y13VBm72ZDhS4fIg', 'Sassafraz')
('N-5j18ODfZKH_Q5p__MoSw', 'Queso Good')
('hk7BUC8zi7xXPo2GGU4v7w', 'Hookah Palace')
('R_epGBO7Cr1M0Ftc0JKV7w', 'Gusto Ballantyne')
('ud4410hDak6LxcXzCOy1kw', "Waldo's BBQ Express")
('vFWYJFEEp-HeO7bsJOyEZA', "Barefoot Bob's Beach Bar & Gaming")
('VkwCZbDXuI1PlWu0rrwEgw', "Hurley's à Yul")
('ZFyJ83LJkkO1dP82kzXKNg', "Raising Cane's")
('dizdLoOk0GMaSS_qQAuklQ', 'The Fifth & Terrace')
('iRr1dmdbRAqrFg9aX8dkUw', 'Santa Maria Grill')
('_j0xNyOAtLI7iRF4GStBgA', "Metcalfe's Market")
('onNUdg1vgQf-kArJuE5XeQ', 'Estacion Filipino Food')
('7uOy_Tw_2w2Gf75d-Tyx9Q', 'Just Because Massage Therapy')
('JxSHELGkkI3x6mbgIKBNnw', 'The Junction Kitchen & Bar')
('ZBitvpKY5rbsDGqKrlo2Dg', 'KFC')
('j2EyewjhVO4mT2fDMzUM7w', 'Tdotjerk')
('NSmTvGgirPJ4mJ9jzNW-eA', 'My Arepa')
('qS6J-sxyrP45d-8LbIhWKg', 'El Rincon de Los Remedios')
('IwPHX4QnWmd1lrUudKaTIg', 'Buffalo Wild Wings')
('sKHDoLqDj99UuAP8ljSaTw', 'QDOBA Mexican Eats')
('OC6ak0Ht_FU-uG6uvBTXSg', 'The Halal Guys')
('f3X4w3u5HHLdmahEC0ElrQ', "Roch's")
('MVvKbsTX7ToXOht54iUjOQ', 'The Roncesvalles Polish Festival')
('1yQvJ-By1zO7HzSYhSlz1w', "Pauline's Caribbean Soul Cuisine")
('PsatZ8lzKEXOc_hImnYNNA', 'Rôtisserie St-Hubert')
('zHmLmqgXgwSKI5_-m_IY7g', 'Phoenix Indoor Karting')
('IsNyYU75dVu0Nnoo8bO4gA', 'La Finca')
('-n27mJ_jQWGCuIukTvg9Mg', 'Cabin Fever')
('6_0DEmd4ZFkjD82YNVmIsA', 'The Epicure Shop')
('ZxbUza8_Y17R18WcWehCmw', 'Gushi Japanese Street Food')
('Dgzrb9DTWozUcYOe4L9_FQ', "Squirly's")
('CEsh0ScOKlL3mpvjypqszA', 'Ichigo Ichie')
('b01JHXXVU9XuUuFMGWDMJw', 'Pico De Gallo')
('uKlkVuZ5F8QoGbgVQKqH1A', 'Firkin On Paradise')
('WnUYubIggifyyDFTm4QHlw', "Bubbles' Doubles")
('mZJUWoctPqgqTDw41tHqcA', "Jake's On Main")
('7rjsddY6fB_SJXIVOLywTQ', 'Knox')
('XZCW6g678nxkOugKRTUmvg', 'Courtyard Restaurant and Rockies Sports Bar')
('HptvLM6QOQybTYglMu6FvQ', 'Dixie Grill & Grocery')
('NyGlEmuYcpZSKfk6IwJeSw', 'Tavernakaya')
('_fn0wb-tIqejQkeqrEjHfQ', "Brother's Jamaican")
('OJLR2T3CgXQkUgFmqrkTwQ', 'Istar Restaurant')
('-hpwEu6KfZ5lXTNmy9Fg5A', "Brar's -Bovaird")
('Cg5hUSWUwFImqO4beH1Zyg', "Jamison's On West Liberty")
('g9i9xFh9HtPWNLMB3ru3ug', "Campbell's Sweets Factory")
('1_y5e1u-o93EKOigXgR3LQ', 'Hermanos Mexican Grill')
('4NQJBo8IDSd5kNO5i3e61w', "Rajin's West Indian Take Out")
('gS0CcaNcmiU18nLqqELhUQ', 'Palio')
('w1s-nOkqgo__sPZAZO9fRQ', 'Level 20')
('-iPc_YSSqvM1CpZxxeUTXw', "Jason's Deli")
('PRNbWs8f371IZnywKx6IFg', 'Falls Mediterranean Food Mart & Grill')
('l1UfMEHHQni1ewUY5xe_QA', 'Cemitas Poblanas  Mi Chula Puebla')
('Lqp3uwGJU6CHyys-eerMmQ', 'La Tolteca Mexican Foods')
('_sOni_t0FvAQuUDBEGe3Gg', "Seamus McCaffrey's")
('wiEQrYSNofc10q7Pm26b0w', 'The Common Market')
('ZxJrfhlPjedgIK8YjjIGyg', "Gus's New York Pizza Lounge")
('cJLx99fsYPM0SlNfWLb4Ug', 'Taste of India')
('qVO3l9Q0-KVQE7W9JL9ePw', 'Greenland Supermarket')
('0DnQh8SE8BSnvJltGCCiWg', 'Chick-N-Joy')
('NVIaU1w3e8KSeaGihSWicg', 'Village Bar')
('rTVy0MLvvpN36-tSiT3eSw', 'Yum shawarma')
('k441Clzdv9Ia4QZanEne3g', "Wood N' Hog Barbecue")
('35ACJdT8mJVtkJeFTbVsdQ', "Majerle's Sports Grill")
('-OjKVujPWqfbQJRg_WcZTg', 'HoneyBaked Ham and Cafe')
('dfRAK2mgdHbL2_YsFqtCdQ', 'Cheyenne Saloon')
('UirO9lSdO2cELZ3fOg5rOw', 'Las Sendas Golf Club')
('--cZ6Hhc9F7VkKXxHMVZSQ', 'Pio Pio')
('zunMkZ4U2eVojempQtLngg', 'The Australian AZ')
('zYs33RJ3-Ply40HQdY9kbw', 'Oak Tree Tavern')
('WHfgo788tdCywQbgG04rDA', 'Axis Gallery & Grill')
('eog-ECRuj1O1II13t--36A', 'Tequila Cowboy Bar & Grill')
('oLU_U-INLzjnZ4yW-OVkAw', 'La Station des Sports')
('r9TZlV61kT3rqq1gIUGuOg', 'Waddells Longhorn Corral')
('xvcGZGoLwWpmDMMY1VN-OA', 'Thirsty Lion Gastropub & Grill')
('vjhB95c5nOXflNoyq_jKzw', 'Nacho Daddy Henderson')
('m2VU8FOQPdJjCkLto1SeOA', 'Aurora Meat Cheese & Salami')
('tsDdetbc4qtzgAPtcLH87A', 'Rockhound Brewing Company')
('f51YniULra1Fz01jwILh8Q', 'The Ceili Cottage')
('rDt7Bz9Mare4ZfmxQcBD0g', "Fionn MacCool's Irish Pub")
('EIP5Es-2ZlhmcbxXz9XKDQ', 'Braizen')
